frequency,FFTpower
55.2897,2.00E-09
55.33716,1.39E-10
55.38462,2.18E-09
55.43207,6.38E-11
55.47953,5.85E-09
55.52699,1.88E-10
55.57445,8.65E-10
55.62191,2.07E-09
55.66937,2.55E-09
55.71683,3.84E-09
55.76429,1.18E-09
55.81175,5.53E-10
55.85921,3.74E-10
55.90666,3.63E-09
55.95412,6.18E-09
56.00158,3.76E-10
56.04904,9.21E-09
56.0965,3.73E-09
56.14396,3.41E-09
56.19142,2.07E-10
56.23888,1.85E-12
56.28634,6.66E-10
56.33379,1.38E-09
56.38125,1.57E-09
56.42871,1.81E-09
56.47617,5.08E-09
56.52363,2.27E-09
56.57109,1.98E-09
56.61855,4.64E-10
56.66601,2.16E-09
56.71347,1.13E-11
56.76093,1.05E-08
56.80838,9.59E-09
56.85584,2.40E-10
56.9033,1.04E-09
56.95076,6.50E-09
56.99822,4.51E-09
57.04568,1.29E-11
57.09314,1.88E-09
57.1406,7.05E-10
57.18806,3.79E-10
57.23552,1.22E-09
57.28297,2.78E-09
57.33043,3.36E-09
57.37789,2.28E-09
57.42535,6.98E-10
57.47281,1.66E-09
57.52027,2.58E-09
57.56773,2.04E-09
57.61519,1.62E-09
57.66265,2.80E-09
57.7101,4.45E-10
57.75756,1.66E-09
57.80502,4.46E-10
57.85248,4.35E-09
57.89994,3.78E-09
57.9474,5.01E-09
57.99486,4.84E-09
58.04232,2.79E-10
58.08978,2.08E-09
58.13724,1.99E-09
58.18469,2.94E-09
58.23215,2.93E-09
58.27961,8.01E-10
58.32707,5.96E-09
58.37453,3.29E-09
58.42199,1.68E-09
58.46945,1.36E-09
58.51691,3.93E-10
58.56437,2.05E-09
58.61183,2.10E-10
58.65928,3.59E-09
58.70674,8.03E-10
58.7542,7.50E-09
58.80166,4.07E-09
58.84912,7.09E-10
58.89658,1.40E-09
58.94404,2.55E-09
58.9915,9.53E-10
59.03896,7.97E-10
59.08641,2.64E-10
59.13387,6.02E-10
59.18133,1.19E-10
59.22879,3.61E-09
59.27625,1.20E-09
59.32371,1.37E-09
59.37117,2.69E-09
59.41863,3.45E-09
59.46609,1.78E-09
59.51355,1.18E-08
59.561,1.31E-09
59.60846,2.88E-09
59.65592,2.35E-10
59.70338,1.76E-08
59.75084,2.08E-09
59.7983,2.97E-09
59.84576,1.49E-09
59.89322,1.17E-09
59.94068,3.70E-09
59.98814,2.37E-09
60.03559,2.35E-09
60.08305,5.49E-09
60.13051,1.33E-09
60.17797,1.55E-09
60.22543,3.33E-09
60.27289,1.07E-09
60.32035,1.56E-09
60.36781,3.81E-10
60.41527,3.44E-09
60.46272,2.97E-09
60.51018,2.63E-09
60.55764,5.37E-10
60.6051,7.16E-11
60.65256,1.08E-08
60.70002,2.31E-09
60.74748,6.49E-10
60.79494,2.53E-09
60.8424,2.64E-09
60.88986,2.51E-09
60.93731,5.20E-10
60.98477,1.60E-09
61.03223,2.30E-09
61.07969,3.59E-09
61.12715,2.49E-09
61.17461,8.92E-09
61.22207,4.98E-09
61.26953,1.65E-09
61.31699,3.11E-09
61.36445,2.31E-09
61.4119,3.55E-09
61.45936,5.46E-09
61.50682,4.76E-10
61.55428,2.68E-09
61.60174,7.65E-09
61.6492,1.16E-09
61.69666,4.25E-09
61.74412,2.03E-10
61.79158,3.80E-09
61.83904,3.87E-09
61.88649,1.57E-09
61.93395,1.22E-09
61.98141,2.21E-09
62.02887,7.90E-10
62.07633,3.00E-09
62.12379,1.78E-09
62.17125,3.48E-09
62.21871,7.28E-10
62.26617,3.82E-09
62.31362,8.32E-10
62.36108,1.17E-09
62.40854,6.64E-09
62.456,1.42E-09
62.50346,1.99E-09
62.55092,6.89E-09
62.59838,1.27E-09
62.64584,1.08E-09
62.6933,2.56E-09
62.74076,6.84E-09
62.78821,4.01E-09
62.83567,3.07E-11
62.88313,1.02E-11
62.93059,1.52E-09
62.97805,1.57E-10
63.02551,1.99E-09
63.07297,1.39E-10
63.12043,1.66E-10
63.16789,1.68E-09
63.21535,2.45E-09
63.2628,8.38E-10
63.31026,4.36E-09
63.35772,6.27E-09
63.40518,7.75E-10
63.45264,9.20E-11
63.5001,2.58E-09
63.54756,2.98E-09
63.59502,2.19E-10
63.64248,7.09E-09
63.68993,1.32E-09
63.73739,7.46E-10
63.78485,9.23E-11
63.83231,1.51E-09
63.87977,2.70E-09
63.92723,7.40E-09
63.97469,4.05E-10
64.02215,2.69E-09
64.06961,1.92E-09
64.11707,3.42E-09
64.16452,9.53E-10
64.21198,1.30E-09
64.25944,2.41E-09
64.3069,3.64E-09
64.35436,4.31E-10
64.40182,1.02E-08
64.44928,3.97E-09
64.49674,1.80E-09
64.5442,1.21E-09
64.59166,1.91E-09
64.63911,2.92E-11
64.68657,1.10E-09
64.73403,5.47E-09
64.78149,2.87E-10
64.82895,3.79E-10
64.87641,4.23E-09
64.92387,2.71E-09
64.97133,5.62E-10
65.01879,4.06E-09
65.06624,2.06E-09
65.1137,6.45E-10
65.16116,9.73E-10
65.20862,1.07E-09
65.25608,3.16E-09
65.30354,6.60E-11
65.351,1.63E-09
65.39846,1.22E-10
65.44592,3.07E-09
65.49338,1.31E-09
65.54083,4.24E-10
65.58829,1.19E-09
65.63575,3.00E-09
65.68321,6.38E-10
65.73067,8.19E-10
65.77813,4.50E-10
65.82559,5.50E-10
65.87305,1.07E-09
65.92051,2.20E-09
65.96797,1.90E-09
66.01542,1.77E-09
66.06288,2.76E-09
66.11034,4.18E-09
66.1578,4.12E-10
66.20526,1.01E-09
66.25272,3.89E-09
66.30018,9.65E-09
66.34764,4.28E-09
66.3951,2.64E-09
66.44255,5.08E-09
66.49001,1.50E-09
66.53747,1.66E-09
66.58493,2.67E-09
66.63239,8.53E-10
66.67985,4.15E-10
66.72731,2.69E-09
66.77477,1.24E-09
66.82223,2.67E-10
66.86969,7.17E-09
66.91714,3.73E-09
66.9646,1.80E-09
67.01206,1.15E-09
67.05952,2.02E-09
67.10698,6.08E-09
67.15444,1.37E-09
67.2019,7.70E-09
67.24936,5.27E-10
67.29682,3.35E-09
67.34428,2.84E-09
67.39173,3.65E-10
67.43919,4.45E-10
67.48665,2.69E-10
67.53411,1.01E-09
67.58157,2.29E-10
67.62903,1.46E-09
67.67649,8.25E-09
67.72395,3.85E-09
67.77141,5.70E-10
67.81886,1.39E-09
67.86632,1.02E-09
67.91378,8.00E-10
67.96124,8.49E-10
68.0087,7.55E-10
68.05616,9.30E-09
68.10362,8.84E-10
68.15108,1.84E-09
68.19854,5.97E-11
68.246,5.02E-10
68.29345,8.67E-09
68.34091,4.25E-10
68.38837,2.00E-09
68.43583,2.40E-09
68.48329,1.15E-09
68.53075,2.91E-09
68.57821,1.64E-09
68.62567,3.97E-09
68.67313,4.85E-09
68.72059,1.84E-09
68.76804,3.98E-09
68.8155,1.52E-10
68.86296,3.80E-09
68.91042,4.88E-09
68.95788,2.11E-09
69.00534,5.49E-09
69.0528,6.39E-09
69.10026,4.75E-09
69.14772,7.10E-10
69.19518,2.26E-09
69.24263,4.31E-09
69.29009,1.87E-09
69.33755,8.79E-10
69.38501,1.11E-09
69.43247,2.21E-09
69.47993,9.92E-09
69.52739,3.05E-09
69.57485,4.64E-09
69.62231,9.26E-10
69.66976,4.49E-09
69.71722,2.25E-09
69.76468,4.63E-09
69.81214,1.26E-09
69.8596,8.85E-09
69.90706,5.98E-09
69.95452,5.86E-09
70.00198,2.98E-09
70.04944,3.89E-09
70.0969,5.31E-09
70.14435,2.29E-09
70.19181,3.04E-09
70.23927,2.71E-09
70.28673,5.67E-09
70.33419,3.83E-09
70.38165,1.09E-09
70.42911,5.78E-09
70.47657,3.77E-11
70.52403,2.02E-11
70.57149,3.24E-09
70.61894,7.38E-10
70.6664,2.24E-09
70.71386,9.08E-09
70.76132,2.40E-10
70.80878,3.11E-09
70.85624,7.33E-09
70.9037,9.11E-10
70.95116,1.81E-09
70.99862,5.69E-09
71.04607,3.97E-09
71.09353,4.11E-09
71.14099,2.40E-09
71.18845,2.28E-10
71.23591,2.01E-10
71.28337,1.55E-09
71.33083,8.26E-10
71.37829,1.43E-09
71.42575,5.71E-09
71.47321,9.41E-11
71.52066,3.26E-09
71.56812,7.78E-10
71.61558,2.94E-09
71.66304,4.63E-09
71.7105,1.05E-09
71.75796,2.42E-09
71.80542,3.01E-09
71.85288,4.23E-10
71.90034,1.00E-09
71.9478,3.17E-11
71.99525,4.60E-09
72.04271,4.44E-10
72.09017,8.77E-09
72.13763,1.15E-09
72.18509,4.33E-09
72.23255,2.17E-09
72.28001,9.84E-10
72.32747,5.28E-10
72.37493,2.30E-09
72.42238,7.06E-10
72.46984,2.23E-10
72.5173,3.45E-09
72.56476,3.07E-09
72.61222,1.24E-09
72.65968,3.15E-09
72.70714,2.81E-09
72.7546,1.11E-09
72.80206,8.78E-10
72.84952,1.42E-10
72.89697,3.40E-09
72.94443,4.20E-10
72.99189,7.56E-10
73.03935,4.37E-10
73.08681,3.89E-09
73.13427,1.06E-09
73.18173,1.85E-09
73.22919,3.35E-09
73.27665,3.99E-09
73.32411,1.14E-09
73.37156,1.58E-09
73.41902,1.33E-09
73.46648,2.50E-09
73.51394,1.60E-09
73.5614,1.63E-09
73.60886,7.95E-10
73.65632,2.72E-09
73.70378,5.06E-10
73.75124,2.56E-09
73.79869,1.55E-09
73.84615,1.33E-09
73.89361,1.74E-09
73.94107,2.45E-09
73.98853,6.79E-09
74.03599,6.20E-09
74.08345,1.69E-09
74.13091,9.46E-10
74.17837,5.49E-09
74.22583,1.31E-09
74.27328,1.75E-09
74.32074,1.85E-10
74.3682,5.01E-09
74.41566,3.15E-09
74.46312,1.13E-08
74.51058,1.14E-10
74.55804,2.02E-09
74.6055,4.69E-09
74.65296,1.27E-09
74.70042,5.82E-09
74.74787,1.56E-09
74.79533,2.78E-10
74.84279,2.35E-09
74.89025,4.80E-09
74.93771,8.26E-09
74.98517,2.23E-09
75.03263,1.92E-09
75.08009,1.77E-09
75.12755,1.46E-10
75.175,1.54E-10
75.22246,1.84E-09
75.26992,7.56E-09
75.31738,3.78E-10
75.36484,1.46E-10
75.4123,5.48E-09
75.45976,5.05E-09
75.50722,1.81E-09
75.55468,2.99E-10
75.60214,2.30E-09
75.64959,1.83E-09
75.69705,2.41E-09
75.74451,1.71E-12
75.79197,4.98E-10
75.83943,2.72E-10
75.88689,7.32E-09
75.93435,1.79E-09
75.98181,2.20E-09
76.02927,1.71E-09
76.07673,1.56E-09
76.12418,5.68E-10
76.17164,7.70E-10
76.2191,3.01E-09
76.26656,4.07E-10
76.31402,1.93E-09
76.36148,9.15E-09
76.40894,1.92E-09
76.4564,1.26E-09
76.50386,5.79E-10
76.55132,2.69E-10
76.59877,1.14E-09
76.64623,1.26E-08
76.69369,1.54E-09
76.74115,1.05E-09
76.78861,1.26E-09
76.83607,7.54E-09
76.88353,6.30E-09
76.93099,8.39E-10
76.97845,2.61E-09
77.0259,2.04E-09
77.07336,5.59E-09
77.12082,8.66E-10
77.16828,1.11E-09
77.21574,1.17E-09
77.2632,4.27E-11
77.31066,2.70E-09
77.35812,2.74E-09
77.40558,1.68E-09
77.45304,1.72E-09
77.50049,8.27E-10
77.54795,2.48E-09
77.59541,8.75E-10
77.64287,1.04E-08
77.69033,3.94E-09
77.73779,1.80E-09
77.78525,2.75E-09
77.83271,3.94E-09
77.88017,1.04E-08
77.92763,3.95E-09
77.97508,4.58E-09
78.02254,7.19E-09
78.07,1.62E-10
78.11746,3.49E-10
78.16492,1.46E-09
78.21238,4.94E-10
78.25984,2.80E-09
78.3073,6.05E-09
78.35476,2.08E-09
78.40221,1.25E-09
78.44967,5.31E-10
78.49713,2.44E-09
78.54459,1.87E-09
78.59205,1.73E-10
78.63951,9.41E-10
78.68697,2.12E-10
78.73443,1.10E-09
78.78189,5.53E-09
78.82935,2.05E-09
78.8768,1.23E-09
78.92426,1.11E-09
78.97172,3.86E-09
79.01918,3.19E-09
79.06664,9.16E-10
79.1141,2.31E-09
79.16156,3.36E-12
79.20902,3.41E-10
79.25648,1.57E-09
79.30394,4.46E-10
79.35139,2.45E-09
79.39885,1.24E-09
79.44631,8.18E-10
79.49377,4.79E-09
79.54123,9.31E-10
79.58869,1.90E-09
79.63615,1.20E-09
79.68361,1.21E-09
79.73107,8.23E-09
79.77852,5.89E-09
79.82598,1.89E-09
79.87344,3.57E-10
79.9209,2.08E-10
79.96836,1.44E-09
80.01582,8.21E-10
80.06328,1.40E-09
80.11074,4.55E-10
80.1582,1.64E-09
80.20566,8.78E-10
80.25311,1.36E-10
80.30057,4.04E-09
80.34803,2.80E-09
80.39549,2.04E-09
80.44295,3.95E-09
80.49041,8.48E-09
80.53787,4.68E-09
80.58533,4.60E-10
80.63279,1.00E-09
80.68025,1.34E-10
80.7277,3.40E-09
80.77516,4.47E-09
80.82262,3.66E-10
80.87008,3.31E-09
80.91754,1.05E-09
80.965,6.35E-11
81.01246,2.10E-09
81.05992,3.34E-10
81.10738,3.71E-10
81.15483,4.79E-09
81.20229,5.96E-10
81.24975,2.95E-09
81.29721,2.30E-10
81.34467,1.00E-10
81.39213,2.19E-09
81.43959,3.37E-10
81.48705,4.80E-10
81.53451,1.65E-09
81.58197,2.13E-09
81.62942,2.75E-09
81.67688,2.49E-09
81.72434,7.78E-10
81.7718,1.31E-09
81.81926,3.43E-09
81.86672,7.19E-11
81.91418,3.11E-09
81.96164,8.29E-10
82.0091,1.94E-09
82.05656,7.24E-10
82.10401,9.54E-10
82.15147,5.50E-09
82.19893,2.67E-09
82.24639,2.73E-09
82.29385,3.45E-09
82.34131,8.89E-09
82.38877,4.01E-09
82.43623,8.04E-10
82.48369,5.08E-09
82.53114,8.26E-09
82.5786,7.81E-09
82.62606,5.75E-09
82.67352,1.45E-09
82.72098,1.30E-09
82.76844,1.50E-10
82.8159,1.03E-09
82.86336,1.59E-09
82.91082,3.56E-09
82.95828,2.49E-09
83.00573,4.96E-09
83.05319,2.51E-09
83.10065,4.60E-09
83.14811,4.21E-09
83.19557,1.09E-11
83.24303,4.55E-10
83.29049,2.44E-09
83.33795,4.98E-09
83.38541,5.77E-10
83.43287,6.46E-11
83.48032,5.03E-09
83.52778,3.84E-09
83.57524,7.18E-10
83.6227,7.94E-10
83.67016,4.52E-10
83.71762,1.14E-09
83.76508,1.48E-09
83.81254,1.27E-09
83.86,1.84E-09
83.90746,3.17E-10
83.95491,3.82E-09
84.00237,1.16E-10
84.04983,4.69E-10
84.09729,4.85E-09
84.14475,5.82E-09
84.19221,3.20E-09
84.23967,1.66E-09
84.28713,1.87E-09
84.33459,9.64E-10
84.38204,1.15E-09
84.4295,1.13E-09
84.47696,3.04E-10
84.52442,1.40E-09
84.57188,8.72E-10
84.61934,7.27E-10
84.6668,4.73E-10
84.71426,1.16E-09
84.76172,4.77E-09
84.80918,2.31E-09
84.85663,1.38E-09
84.90409,1.50E-10
84.95155,5.48E-09
84.99901,1.38E-09
85.04647,6.18E-09
85.09393,6.03E-09
85.14139,2.09E-09
85.18885,7.21E-10
85.23631,1.13E-09
85.28377,8.97E-10
85.33122,6.84E-10
85.37868,1.06E-09
85.42614,5.52E-09
85.4736,1.10E-10
85.52106,6.80E-09
85.56852,2.01E-09
85.61598,2.17E-09
85.66344,4.58E-09
85.7109,1.21E-09
85.75835,6.45E-10
85.80581,1.16E-09
85.85327,7.35E-09
85.90073,3.73E-10
85.94819,2.54E-09
85.99565,3.62E-09
86.04311,3.82E-09
86.09057,3.76E-09
86.13803,3.10E-09
86.18549,2.74E-09
86.23294,4.37E-09
86.2804,9.31E-09
86.32786,1.01E-08
86.37532,2.59E-09
86.42278,2.85E-09
86.47024,1.64E-10
86.5177,8.53E-09
86.56516,2.84E-09
86.61262,2.46E-10
86.66008,1.56E-09
86.70753,2.82E-10
86.75499,3.23E-09
86.80245,1.32E-10
86.84991,6.44E-09
86.89737,4.58E-09
86.94483,3.84E-10
86.99229,6.17E-10
87.03975,3.29E-09
87.08721,1.63E-10
87.13466,6.32E-10
87.18212,4.32E-10
87.22958,2.58E-09
87.27704,8.40E-10
87.3245,1.17E-09
87.37196,3.37E-10
87.41942,3.09E-11
87.46688,2.65E-10
87.51434,9.42E-09
87.5618,1.24E-10
87.60925,2.18E-09
87.65671,9.27E-10
87.70417,8.73E-10
87.75163,1.03E-09
87.79909,1.33E-10
87.84655,7.74E-09
87.89401,2.35E-09
87.94147,5.22E-11
87.98893,1.03E-09
88.03639,2.13E-10
88.08384,2.14E-09
88.1313,4.10E-09
88.17876,3.92E-09
88.22622,8.97E-12
88.27368,2.17E-09
88.32114,2.59E-09
88.3686,4.84E-09
88.41606,7.34E-09
88.46352,3.91E-09
88.51097,3.28E-09
88.55843,3.37E-09
88.60589,1.90E-09
88.65335,1.76E-10
88.70081,4.96E-09
88.74827,4.06E-09
88.79573,7.07E-11
88.84319,1.88E-09
88.89065,1.43E-10
88.93811,4.32E-11
88.98556,3.84E-10
89.03302,9.46E-10
89.08048,4.39E-10
89.12794,5.70E-11
89.1754,2.76E-10
89.22286,3.13E-10
89.27032,4.26E-10
89.31778,3.28E-10
89.36524,7.13E-09
89.4127,9.57E-10
89.46015,2.16E-10
89.50761,1.09E-09
89.55507,8.69E-10
89.60253,6.55E-10
89.64999,1.29E-09
89.69745,2.14E-09
89.74491,1.21E-10
89.79237,2.86E-09
89.83983,2.46E-09
89.88728,1.19E-09
89.93474,1.22E-09
89.9822,1.72E-10
90.02966,2.62E-09
90.07712,1.61E-09
90.12458,1.63E-09
90.17204,1.24E-11
90.2195,4.15E-09
90.26696,1.33E-09
90.31442,2.05E-10
90.36187,4.51E-09
90.40933,5.23E-11
90.45679,1.24E-08
90.50425,2.65E-10
90.55171,1.78E-09
90.59917,8.18E-10
90.64663,8.90E-10
90.69409,4.07E-10
90.74155,1.12E-10
90.78901,2.94E-09
90.83646,3.48E-09
90.88392,1.28E-09
90.93138,1.30E-09
90.97884,5.62E-10
91.0263,1.14E-09
91.07376,6.85E-10
91.12122,4.84E-09
91.16868,8.83E-11
91.21614,5.03E-10
91.2636,4.05E-09
91.31105,4.62E-10
91.35851,8.28E-10
91.40597,3.33E-09
91.45343,2.61E-09
91.50089,8.73E-10
91.54835,2.29E-09
91.59581,4.33E-09
91.64327,1.96E-09
91.69073,1.35E-10
91.73818,3.93E-09
91.78564,2.27E-09
91.8331,1.60E-09
91.88056,2.73E-09
91.92802,4.92E-09
91.97548,8.97E-10
92.02294,4.85E-10
92.0704,5.03E-09
92.11786,7.04E-09
92.16532,2.62E-09
92.21277,6.28E-11
92.26023,1.91E-10
92.30769,1.45E-09
92.35515,7.08E-10
92.40261,1.15E-09
92.45007,1.03E-10
92.49753,7.14E-10
92.54499,1.23E-08
92.59245,4.52E-10
92.63991,4.38E-09
92.68736,5.08E-10
92.73482,2.12E-09
92.78228,3.32E-09
92.82974,1.07E-10
92.8772,7.22E-10
92.92466,5.22E-10
92.97212,3.02E-09
93.01958,8.08E-09
93.06704,1.45E-09
93.11449,4.88E-09
93.16195,1.46E-09
93.20941,2.23E-09
93.25687,1.34E-09
93.30433,7.10E-10
93.35179,3.41E-09
93.39925,3.68E-10
93.44671,1.38E-09
93.49417,3.54E-10
93.54163,1.78E-08
93.58908,3.69E-09
93.63654,4.21E-10
93.684,2.91E-09
93.73146,6.42E-10
93.77892,3.14E-09
93.82638,8.32E-10
93.87384,9.14E-09
93.9213,1.24E-10
93.96876,1.58E-09
94.01622,9.61E-10
94.06367,9.17E-10
94.11113,1.41E-09
94.15859,7.90E-10
94.20605,4.05E-10
94.25351,2.36E-09
94.30097,8.15E-11
94.34843,2.53E-09
94.39589,2.23E-09
94.44335,4.27E-09
94.4908,6.59E-09
94.53826,1.71E-09
94.58572,1.69E-09
94.63318,4.12E-09
94.68064,4.89E-11
94.7281,5.27E-09
94.77556,4.39E-11
94.82302,4.84E-09
94.87048,2.36E-09
94.91794,9.47E-10
94.96539,1.48E-09
95.01285,1.64E-09
95.06031,2.40E-09
95.10777,1.98E-09
95.15523,6.44E-09
95.20269,1.88E-09
95.25015,9.91E-10
95.29761,2.19E-09
95.34507,1.54E-10
95.39253,1.31E-09
95.43998,4.00E-09
95.48744,5.56E-10
95.5349,6.59E-09
95.58236,6.93E-10
95.62982,2.51E-09
95.67728,9.27E-13
95.72474,1.89E-09
95.7722,2.40E-10
95.81966,2.96E-09
95.86711,3.03E-09
95.91457,1.06E-08
95.96203,1.32E-09
96.00949,6.49E-09
96.05695,1.09E-09
96.10441,3.39E-10
96.15187,2.03E-10
96.19933,2.85E-09
96.24679,3.12E-09
96.29425,2.86E-10
96.3417,2.97E-09
96.38916,2.82E-10
96.43662,1.32E-09
96.48408,2.69E-09
96.53154,2.22E-09
96.579,1.37E-09
96.62646,1.08E-09
96.67392,3.06E-09
96.72138,1.58E-10
96.76884,4.24E-10
96.81629,1.83E-09
96.86375,1.47E-09
96.91121,4.30E-09
96.95867,3.37E-09
97.00613,7.53E-11
97.05359,2.57E-09
97.10105,3.72E-10
97.14851,1.66E-09
97.19597,7.85E-10
97.24342,2.61E-09
97.29088,8.65E-10
97.33834,2.33E-09
97.3858,8.86E-10
97.43326,5.00E-10
97.48072,5.03E-09
97.52818,1.02E-09
97.57564,6.00E-09
97.6231,2.70E-09
97.67056,3.83E-09
97.71801,2.99E-09
97.76547,2.59E-09
97.81293,4.03E-09
97.86039,2.47E-09
97.90785,1.87E-10
97.95531,4.98E-09
98.00277,3.89E-10
98.05023,1.16E-08
98.09769,1.48E-09
98.14515,2.20E-09
98.1926,2.11E-09
98.24006,3.97E-11
98.28752,3.38E-10
98.33498,3.22E-09
98.38244,1.64E-09
98.4299,1.61E-09
98.47736,5.47E-10
98.52482,1.79E-09
98.57228,2.44E-09
98.61974,4.06E-09
98.66719,7.51E-10
98.71465,7.18E-10
98.76211,1.81E-09
98.80957,3.46E-09
98.85703,3.45E-09
98.90449,2.41E-09
98.95195,2.34E-10
98.99941,1.53E-10
99.04687,2.11E-09
99.09432,7.34E-10
99.14178,4.23E-09
99.18924,9.48E-10
99.2367,8.41E-09
99.28416,3.90E-09
99.33162,5.51E-10
99.37908,3.20E-09
99.42654,3.60E-09
99.474,3.77E-09
99.52146,2.15E-09
99.56891,1.65E-09
99.61637,3.54E-10
99.66383,5.21E-10
99.71129,8.04E-10
99.75875,4.24E-10
99.80621,2.47E-09
99.85367,7.50E-09
99.90113,7.66E-10
99.94859,7.48E-11
99.99605,7.85E-11
100.0435,1.10E-09
100.09096,2.44E-09
100.13842,1.47E-10
100.18588,6.98E-09
100.23334,1.55E-09
100.2808,7.30E-09
100.32826,1.07E-09
100.37572,1.01E-09
100.42318,1.78E-09
100.47063,9.71E-09
100.51809,1.58E-09
100.56555,5.47E-10
100.61301,2.57E-09
100.66047,6.13E-10
100.70793,3.32E-10
100.75539,2.71E-09
100.80285,2.56E-09
100.85031,2.86E-10
100.89777,2.02E-09
100.94522,4.34E-10
100.99268,1.48E-09
101.04014,2.98E-10
101.0876,7.98E-10
101.13506,2.63E-09
101.18252,2.19E-09
101.22998,9.53E-10
101.27744,2.17E-10
101.3249,9.25E-10
101.37236,2.42E-09
101.41981,1.11E-10
101.46727,1.91E-09
101.51473,6.13E-11
101.56219,1.95E-09
101.60965,1.92E-11
101.65711,1.23E-09
101.70457,2.50E-09
101.75203,2.77E-09
101.79949,2.39E-09
101.84694,7.05E-10
101.8944,8.40E-10
101.94186,4.41E-09
101.98932,1.03E-09
102.03678,6.02E-10
102.08424,1.99E-09
102.1317,1.43E-09
102.17916,1.69E-09
102.22662,6.22E-10
102.27408,3.59E-10
102.32153,1.82E-10
102.36899,7.21E-10
102.41645,3.39E-09
102.46391,2.08E-09
102.51137,8.37E-10
102.55883,5.57E-10
102.60629,7.57E-11
102.65375,4.26E-10
102.70121,5.20E-09
102.74867,4.25E-10
102.79612,6.25E-09
102.84358,7.61E-10
102.89104,4.70E-09
102.9385,6.22E-09
102.98596,2.12E-09
103.03342,4.32E-11
103.08088,3.40E-09
103.12834,9.27E-09
103.1758,1.46E-09
103.22325,5.75E-10
103.27071,2.68E-10
103.31817,2.19E-09
103.36563,1.42E-09
103.41309,1.69E-09
103.46055,6.84E-10
103.50801,1.13E-09
103.55547,4.13E-09
103.60293,1.11E-09
103.65039,7.64E-10
103.69784,4.86E-09
103.7453,8.50E-09
103.79276,1.35E-09
103.84022,2.83E-09
103.88768,7.30E-10
103.93514,1.57E-09
103.9826,1.40E-09
104.03006,3.04E-09
104.07752,2.61E-10
104.12498,3.10E-10
104.17243,1.35E-09
104.21989,1.68E-10
104.26735,1.43E-10
104.31481,1.34E-09
104.36227,6.02E-10
104.40973,2.79E-10
104.45719,3.20E-09
104.50465,5.88E-09
104.55211,1.28E-09
104.59956,1.74E-10
104.64702,2.84E-09
104.69448,8.69E-10
104.74194,1.62E-09
104.7894,1.49E-09
104.83686,3.62E-09
104.88432,2.03E-09
104.93178,1.25E-09
104.97924,6.88E-10
105.0267,1.21E-10
105.07415,1.78E-09
105.12161,2.56E-10
105.16907,4.27E-09
105.21653,4.27E-09
105.26399,1.47E-09
105.31145,1.96E-09
105.35891,1.66E-11
105.40637,1.80E-09
105.45383,1.23E-09
105.50129,4.26E-10
105.54874,4.76E-11
105.5962,1.87E-11
105.64366,2.00E-09
105.69112,4.34E-10
105.73858,1.38E-09
105.78604,2.93E-09
105.8335,7.30E-10
105.88096,4.59E-10
105.92842,2.74E-10
105.97588,6.05E-10
106.02333,2.74E-09
106.07079,3.14E-09
106.11825,8.96E-09
106.16571,3.18E-10
106.21317,2.58E-10
106.26063,2.63E-10
106.30809,3.28E-09
106.35555,3.50E-09
106.40301,1.38E-10
106.45046,8.84E-09
106.49792,4.55E-09
106.54538,4.39E-09
106.59284,7.14E-10
106.6403,4.53E-09
106.68776,1.98E-10
106.73522,1.28E-09
106.78268,5.00E-09
106.83014,5.15E-09
106.8776,1.37E-10
106.92505,1.25E-09
106.97251,4.27E-09
107.01997,1.42E-09
107.06743,1.60E-09
107.11489,1.69E-09
107.16235,4.98E-09
107.20981,1.57E-09
107.25727,5.00E-10
107.30473,2.18E-09
107.35219,4.70E-10
107.39964,8.04E-11
107.4471,6.17E-10
107.49456,4.82E-09
107.54202,2.03E-09
107.58948,1.68E-09
107.63694,4.19E-10
107.6844,2.99E-09
107.73186,8.33E-10
107.77932,4.39E-09
107.82677,6.40E-09
107.87423,1.47E-09
107.92169,1.75E-09
107.96915,3.01E-09
108.01661,7.25E-10
108.06407,5.34E-09
108.11153,2.39E-09
108.15899,4.93E-09
108.20645,4.36E-10
108.25391,5.09E-09
108.30136,4.33E-10
108.34882,4.82E-09
108.39628,6.97E-10
108.44374,2.23E-09
108.4912,4.53E-10
108.53866,5.99E-09
108.58612,2.77E-09
108.63358,1.56E-09
108.68104,1.88E-09
108.7285,1.31E-09
108.77595,5.02E-10
108.82341,2.07E-09
108.87087,7.31E-10
108.91833,2.27E-09
108.96579,1.48E-09
109.01325,7.90E-10
109.06071,1.59E-09
109.10817,6.95E-09
109.15563,2.58E-09
109.20308,5.13E-09
109.25054,3.39E-09
109.298,3.54E-09
109.34546,6.47E-09
109.39292,9.66E-10
109.44038,5.56E-10
109.48784,2.69E-11
109.5353,1.20E-08
109.58276,4.14E-11
109.63022,6.02E-09
109.67767,2.09E-09
109.72513,2.54E-10
109.77259,1.35E-09
109.82005,2.35E-10
109.86751,2.22E-09
109.91497,2.40E-10
109.96243,1.59E-09
110.00989,6.34E-10
110.05735,6.79E-10
110.10481,2.08E-09
110.15226,2.19E-09
110.19972,3.25E-09
110.24718,2.26E-09
110.29464,1.38E-09
110.3421,2.03E-09
110.38956,6.15E-10
110.43702,2.15E-09
110.48448,2.24E-11
110.53194,1.86E-09
110.57939,2.80E-09
