file,id,type,date,displaydateDOY,hour,minute,timeH,temperatureC,DewpointC +/- 0.2,relative humidity (%),boutID,sample,freq,eyespots,rectrixL,trainL,traindate,displaydate,traindateDOY
GOPR1340,crossroads roof,male,3/14/15,NA,8,36,8.6,22.2,2.5,27.4,crossroads roof_GOPR1340,peak,26.06,NA,NA,NA,NA,NA,NA
GOPR1340,crossroads roof,male,3/14/15,NA,8,36,8.6,22.2,2.5,27.4,crossroads roof_GOPR1340,post,25.78064516,NA,NA,NA,NA,NA,NA
GOPR1340,crossroads roof,male,3/14/15,NA,8,36,8.6,22.2,2.5,27.4,crossroads roof_GOPR1340,pre,25.78064516,NA,NA,NA,NA,NA,NA
GOPR1937,fountain,male,3/21/15,80,17,30,17.5,19.4,11.8,61.5,fountain_GOPR1937,peak,25.24,143,45.5,116,21,21,80
GOPR1937,fountain,male,3/21/15,80,17,30,17.5,19.4,11.8,61.5,fountain_GOPR1937,post,24.71753,143,45.5,116,21,21,80
GOPR1937,fountain,male,3/21/15,80,17,30,17.5,19.4,11.8,61.5,fountain_GOPR1937,pre,24.21818,143,45.5,116,21,21,80
GOPR1940,fountain,male,3/21/15,80,17,35,17.58333333,19.4,11.8,61.5,fountain_GOPR1940,peak,25.51,143,45.5,116,21,21,80
GOPR1940,fountain,male,3/21/15,80,17,35,17.58333333,19.4,11.8,61.5,fountain_GOPR1940,post,24.975,143,45.5,116,21,21,80
GOPR1940,fountain,male,3/21/15,80,17,35,17.58333333,19.4,11.8,61.5,fountain_GOPR1940,pre,26.64,143,45.5,116,21,21,80
GOPR1424,gift shop roof,male,3/15/15,NA,7,50,7.833333333,20,4.6,36.3,gift shop roof_GOPR1424,peak,25.51,NA,NA,NA,NA,NA,NA
GOPR1424,gift shop roof,male,3/15/15,NA,7,50,7.833333333,20,4.6,36.3,gift shop roof_GOPR1424,post,25.23789474,NA,NA,NA,NA,NA,NA
GOPR1424,gift shop roof,male,3/15/15,NA,7,50,7.833333333,20,4.6,36.3,gift shop roof_GOPR1424,pre,26.64,NA,NA,NA,NA,NA,NA
GOPR1425,gift shop roof,male,3/15/15,NA,7,51,7.85,20,4.6,36.3,gift shop roof_GOPR1425,peak,23.98,NA,NA,NA,NA,NA,NA
GOPR1425,gift shop roof,male,3/15/15,NA,7,51,7.85,20,4.6,36.3,gift shop roof_GOPR1425,post,23.50588235,NA,NA,NA,NA,NA,NA
GOPR1425,gift shop roof,male,3/15/15,NA,7,51,7.85,20,4.6,36.3,gift shop roof_GOPR1425,pre,25.23789474,NA,NA,NA,NA,NA,NA
GOPR1427,gift shop roof,male,3/15/15,NA,7,53,7.883333333,20,4.6,36.3,gift shop roof_GOPR1427,peak,24.22,NA,NA,NA,NA,NA,NA
GOPR1427,gift shop roof,male,3/15/15,NA,7,53,7.883333333,20,4.6,36.3,gift shop roof_GOPR1427,post,23.73861386,NA,NA,NA,NA,NA,NA
GOPR1427,gift shop roof,male,3/15/15,NA,7,53,7.883333333,20,4.6,36.3,gift shop roof_GOPR1427,pre,24.21818182,NA,NA,NA,NA,NA,NA
GOPR0392,hotspot fireplace,male,3/13/15,72,8,33,8.55,22.2,5.6,34,hotspot fireplace_GOPR0392,peak,25.78,144,50,127,20,13,79
GOPR0392,hotspot fireplace,male,3/13/15,72,8,33,8.55,22.2,5.6,34,hotspot fireplace_GOPR0392,post,23.976,144,50,127,20,13,79
GOPR0392,hotspot fireplace,male,3/13/15,72,8,33,8.55,22.2,5.6,34,hotspot fireplace_GOPR0392,pre,25.78065,144,50,127,20,13,79
GOPR1745,hotspot fireplace,male,3/20/15,79,8,42,8.7,17.2,11.4,68.7,hotspot fireplace_GOPR1745,peak,25.78,144,50,127,20,20,79
GOPR1745,hotspot fireplace,male,3/20/15,79,8,42,8.7,17.2,11.4,68.7,hotspot fireplace_GOPR1745,post,24.975,144,50,127,20,20,79
GOPR1745,hotspot fireplace,male,3/20/15,79,8,42,8.7,17.2,11.4,68.7,hotspot fireplace_GOPR1745,pre,26.06087,144,50,127,20,20,79
GOPR1747,hotspot fireplace,male,3/20/15,79,8,44,8.733333333,17.2,11.4,68.7,hotspot fireplace_GOPR1747,peak,26.35,144,50,127,20,20,79
GOPR1747,hotspot fireplace,male,3/20/15,79,8,44,8.733333333,17.2,11.4,68.7,hotspot fireplace_GOPR1747,post,26.64,144,50,127,20,20,79
GOPR1747,hotspot fireplace,male,3/20/15,79,8,44,8.733333333,17.2,11.4,68.7,hotspot fireplace_GOPR1747,pre,NA,144,50,127,20,20,79
GOPR0153,hotspot pit,male,03-11-15,70,10,7,10.11666667,18.3,10.5,60.4,hotspot pit_GOPR0153,peak,26.94,149,50.3,125,11,11,70
GOPR0153,hotspot pit,male,03-11-15,70,10,7,10.11666667,18.3,10.5,60.4,hotspot pit_GOPR0153,post,26.34725,149,50.3,125,11,11,70
GOPR0153,hotspot pit,male,03-11-15,70,10,7,10.11666667,18.3,10.5,60.4,hotspot pit_GOPR0153,pre,25.78065,149,50.3,125,11,11,70
GOPR1862,hotspot pit,male,3/21/15,80,9,12,9.2,17.8,12.2,69.8,hotspot pit_GOPR1862,peak,23.98,149,50.3,125,11,21,70
GOPR1862,hotspot pit,male,3/21/15,80,9,12,9.2,17.8,12.2,69.8,hotspot pit_GOPR1862,post,23.05385,149,50.3,125,11,21,70
GOPR1862,hotspot pit,male,3/21/15,80,9,12,9.2,17.8,12.2,69.8,hotspot pit_GOPR1862,pre,23.73861,149,50.3,125,11,21,70
GOPR1863,hotspot pit,male,3/21/15,80,9,15,9.25,17.8,12.2,69.8,hotspot pit_GOPR1863,peak,24.47,149,50.3,125,11,21,70
GOPR1863,hotspot pit,male,3/21/15,80,9,15,9.25,17.8,12.2,69.8,hotspot pit_GOPR1863,post,23.05385,149,50.3,125,11,21,70
GOPR1863,hotspot pit,male,3/21/15,80,9,15,9.25,17.8,12.2,69.8,hotspot pit_GOPR1863,pre,24.21818,149,50.3,125,11,21,70
GOPR0124,hotspot rock,male,03-11-15,70,9,32,9.533333333,18.3,11.8,65.9,hotspot rock_GOPR0124,peak,27.56,157,52.3,140,11,11,70
GOPR0124,hotspot rock,male,03-11-15,70,9,32,9.533333333,18.3,11.8,65.9,hotspot rock_GOPR0124,post,26.06087,157,52.3,140,11,11,70
GOPR0124,hotspot rock,male,03-11-15,70,9,32,9.533333333,18.3,11.8,65.9,hotspot rock_GOPR0124,pre,26.34725,157,52.3,140,11,11,70
GOPR1614,hotspot rock,male,3/19/15,78,7,55,7.916666667,16.7,12.8,77.8,hotspot rock_GOPR1614,peak,26.94,157,52.3,140,11,19,70
GOPR1614,hotspot rock,male,3/19/15,78,7,55,7.916666667,16.7,12.8,77.8,hotspot rock_GOPR1614,post,26.64,157,52.3,140,11,19,70
GOPR1614,hotspot rock,male,3/19/15,78,7,55,7.916666667,16.7,12.8,77.8,hotspot rock_GOPR1614,pre,27.87907,157,52.3,140,11,19,70
GOPR1753,hotspot rock,male,3/20/15,79,8,49,8.816666667,17.2,11.4,68.7,hotspot rock_GOPR1753,peak,26.64,157,52.3,140,11,20,70
GOPR1753,hotspot rock,male,3/20/15,79,8,49,8.816666667,17.2,11.4,68.7,hotspot rock_GOPR1753,post,24.71753,157,52.3,140,11,20,70
GOPR1753,hotspot rock,male,3/20/15,79,8,49,8.816666667,17.2,11.4,68.7,hotspot rock_GOPR1753,pre,25.78065,157,52.3,140,11,20,70
GOPR0440,hotspot walkway,male,3/13/15,72,10,8,10.13333333,25.6,3.6,24.1,hotspot walkway_GOPR0440,peak,24.22,140,48.4,130,13,13,72
GOPR0440,hotspot walkway,male,3/13/15,72,10,8,10.13333333,25.6,3.6,24.1,hotspot walkway_GOPR0440,post,23.976,140,48.4,130,13,13,72
GOPR0440,hotspot walkway,male,3/13/15,72,10,8,10.13333333,25.6,3.6,24.1,hotspot walkway_GOPR0440,pre,24.71753,140,48.4,130,13,13,72
GOPR1625,hotspot walkway,male,3/19/15,78,8,31,8.516666667,18.3,12.6,69.4,hotspot walkway_GOPR1625,peak,24.72,140,48.4,130,13,19,72
GOPR1625,hotspot walkway,male,3/19/15,78,8,31,8.516666667,18.3,12.6,69.4,hotspot walkway_GOPR1625,post,23.27767,140,48.4,130,13,19,72
GOPR1625,hotspot walkway,male,3/19/15,78,8,31,8.516666667,18.3,12.6,69.4,hotspot walkway_GOPR1625,pre,24.46531,140,48.4,130,13,19,72
GOPR1758,hotspot walkway,male,3/20/15,79,8,58,8.966666667,17.2,11.2,67.8,hotspot walkway_GOPR1758,peak,25.78,140,48.4,130,13,20,72
GOPR1758,hotspot walkway,male,3/20/15,79,8,58,8.966666667,17.2,11.2,67.8,hotspot walkway_GOPR1758,post,25.23789,140,48.4,130,13,20,72
GOPR1758,hotspot walkway,male,3/20/15,79,8,58,8.966666667,17.2,11.2,67.8,hotspot walkway_GOPR1758,pre,26.93933,140,48.4,130,13,20,72
GOPR1669,north lawn,male,3/19/15,78,9,51,9.85,18.9,12.6,66.9,north lawn_GOPR1669,peak,24.22,154,48.4,146,19,19,78
GOPR1669,north lawn,male,3/19/15,78,9,51,9.85,18.9,12.6,66.9,north lawn_GOPR1669,post,24.21818,154,48.4,146,19,19,78
GOPR1669,north lawn,male,3/19/15,78,9,51,9.85,18.9,12.6,66.9,north lawn_GOPR1669,pre,23.73861,154,48.4,146,19,19,78
GOPR1950,north lawn,male,3/22/15,81,8,35,8.583333333,16.7,9.6,62.9,north lawn_GOPR1950,peak,25.78,154,48.4,146,19,22,78
GOPR1950,north lawn,male,3/22/15,81,8,35,8.583333333,16.7,9.6,62.9,north lawn_GOPR1950,post,25.78065,154,48.4,146,19,22,78
GOPR1950,north lawn,male,3/22/15,81,8,35,8.583333333,16.7,9.6,62.9,north lawn_GOPR1950,pre,26.64,154,48.4,146,19,22,78
GOPR1951,north lawn,male,3/22/15,81,8,36,8.6,16.7,9.6,62.9,north lawn_GOPR1951,peak,24.72,154,48.4,146,19,22,78
GOPR1951,north lawn,male,3/22/15,81,8,36,8.6,16.7,9.6,62.9,north lawn_GOPR1951,post,24.71753,154,48.4,146,19,22,78
GOPR1951,north lawn,male,3/22/15,81,8,36,8.6,16.7,9.6,62.9,north lawn_GOPR1951,pre,23.976,154,48.4,146,19,22,78
GOPR1652,south lawn,male,3/19/15,78,9,30,9.5,18.9,12.6,66.9,south lawn_GOPR1652,peak,24.22,152,48.1,128,14,19,73
GOPR1652,south lawn,male,3/19/15,78,9,30,9.5,18.9,12.6,66.9,south lawn_GOPR1652,post,22.2,152,48.1,128,14,19,73
GOPR1652,south lawn,male,3/19/15,78,9,30,9.5,18.9,12.6,66.9,south lawn_GOPR1652,pre,24.21818,152,48.1,128,14,19,73
GOPR1654,south lawn,male,3/19/15,78,9,31,9.516666667,18.9,12.6,66.9,south lawn_GOPR1654,peak,24.72,152,48.1,128,14,19,73
GOPR1654,south lawn,male,3/19/15,78,9,31,9.516666667,18.9,12.6,66.9,south lawn_GOPR1654,post,24.975,152,48.1,128,14,19,73
GOPR1654,south lawn,male,3/19/15,78,9,31,9.516666667,18.9,12.6,66.9,south lawn_GOPR1654,pre,24.21818,152,48.1,128,14,19,73
GOPR1802,south lawn,male,3/20/15,79,16,34,16.56666667,21.1,11.7,55,south lawn_GOPR1802,peak,25.24,152,48.1,128,14,20,73
GOPR1802,south lawn,male,3/20/15,79,16,34,16.56666667,21.1,11.7,55,south lawn_GOPR1802,post,25.23789,152,48.1,128,14,20,73
GOPR1802,south lawn,male,3/20/15,79,16,34,16.56666667,21.1,11.7,55,south lawn_GOPR1802,pre,26.34725,152,48.1,128,14,20,73
GOPR1406,weavers,male,3/14/15,73,17,39,17.65,29.4,0.35,15.3,weavers_GOPR1406,peak,26.64,152,50.7,157,14,14,73
GOPR1406,weavers,male,3/14/15,73,17,39,17.65,29.4,0.35,15.3,weavers_GOPR1406,post,27.55862,152,50.7,157,14,14,73
GOPR1406,weavers,male,3/14/15,73,17,39,17.65,29.4,0.35,15.3,weavers_GOPR1406,pre,26.64,152,50.7,157,14,14,73
GOPR1708,weavers,male,3/19/15,78,17,6,17.1,20.6,12.6,60.2,weavers_GOPR1708,peak,27.25,152,50.7,157,14,19,73
GOPR1708,weavers,male,3/19/15,78,17,6,17.1,20.6,12.6,60.2,weavers_GOPR1708,post,26.93933,152,50.7,157,14,19,73
GOPR1708,weavers,male,3/19/15,78,17,6,17.1,20.6,12.6,60.2,weavers_GOPR1708,pre,26.64,152,50.7,157,14,19,73
GOPR1710,weavers,male,3/19/15,78,17,9,17.15,20.6,12.6,60.2,weavers_GOPR1710,peak,26.35,152,50.7,157,14,19,73
GOPR1710,weavers,male,3/19/15,78,17,9,17.15,20.6,12.6,60.2,weavers_GOPR1710,post,26.34725,152,50.7,157,14,19,73
GOPR1710,weavers,male,3/19/15,78,17,9,17.15,20.6,12.6,60.2,weavers_GOPR1710,pre,26.64,152,50.7,157,14,19,73
