frequency (Hz),transfer function (arb. units),fit,Crest 1
84.62866,0.21151,0.10365,
84.65241,0.2115,0.10358,
84.67617,0.21178,0.10352,
84.69992,0.21235,0.10345,
84.72368,0.21307,0.10339,
84.74744,0.21391,0.10333,
84.77119,0.2149,0.10326,
84.79495,0.21582,0.1032,
84.8187,0.21663,0.10314,
84.84246,0.21741,0.10307,
84.86622,0.21807,0.10301,
84.88997,0.21839,0.10295,
84.91373,0.21863,0.10288,
84.93748,0.21855,0.10282,
84.96124,0.21802,0.10276,
84.985,0.2173,0.10269,
85.00875,0.2163,0.10263,
85.03251,0.21501,0.10257,
85.05626,0.21375,0.1025,
85.08002,0.21272,0.10244,
85.10378,0.2118,0.10238,
85.12753,0.21129,0.10232,
85.15129,0.21118,0.10225,
85.17504,0.21138,0.10219,
85.1988,0.2119,0.10213,
85.22256,0.21268,0.10207,
85.24631,0.21372,0.102,
85.27007,0.2148,0.10194,
85.29382,0.2157,0.10188,
85.31758,0.21657,0.10182,
85.34134,0.21718,0.10175,
85.36509,0.21751,0.10169,
85.38885,0.2177,0.10163,
85.4126,0.21768,0.10157,
85.43636,0.2173,0.10151,
85.46012,0.21686,0.10144,
85.48387,0.21632,0.10138,
85.50763,0.21551,0.10132,
85.53138,0.21488,0.10126,
85.55514,0.21426,0.1012,
85.57889,0.21369,0.10114,
85.60265,0.21338,0.10107,
85.62641,0.2132,0.10101,
85.65016,0.21297,0.10095,
85.67392,0.21282,0.10089,
85.69767,0.21269,0.10083,
85.72143,0.21233,0.10077,
85.74519,0.21189,0.10071,
85.76894,0.21131,0.10064,
85.7927,0.21064,0.10058,
85.81645,0.20995,0.10052,
85.84021,0.20922,0.10046,
85.86397,0.20853,0.1004,
85.88772,0.20789,0.10034,
85.91148,0.20735,0.10028,
85.93523,0.20692,0.10022,
85.95899,0.2065,0.10016,
85.98275,0.20608,0.1001,
86.0065,0.20562,0.10004,
86.03026,0.20493,0.09998,
86.05401,0.20401,0.09992,
86.07777,0.20303,0.09985,
86.10153,0.20181,0.09979,
86.12528,0.20054,0.09973,
86.14904,0.19968,0.09967,
86.17279,0.19891,0.09961,
86.19655,0.1987,0.09955,
86.22031,0.19901,0.09949,
86.24406,0.19946,0.09943,
86.26782,0.20021,0.09937,
86.29157,0.20097,0.09931,
86.31533,0.20165,0.09925,
86.33908,0.20227,0.09919,
86.36284,0.20276,0.09913,
86.3866,0.20311,0.09907,
86.41035,0.20321,0.09902,
86.43411,0.20314,0.09896,
86.45786,0.20306,0.0989,
86.48162,0.20301,0.09884,
86.50538,0.20312,0.09878,
86.52913,0.2034,0.09872,
86.55289,0.20375,0.09866,
86.57664,0.20422,0.0986,
86.6004,0.20475,0.09854,
86.62416,0.20522,0.09848,
86.64791,0.20557,0.09842,
86.67167,0.20574,0.09836,
86.69542,0.20563,0.0983,
86.71918,0.20525,0.09824,
86.74294,0.20464,0.09819,
86.76669,0.20386,0.09813,
86.79045,0.203,0.09807,
86.8142,0.20214,0.09801,
86.83796,0.2013,0.09795,
86.86172,0.20054,0.09789,
86.88547,0.19991,0.09783,
86.90923,0.19939,0.09778,
86.93298,0.1991,0.09772,
86.95674,0.19898,0.09766,
86.9805,0.19889,0.0976,
87.00425,0.19882,0.09754,
87.02801,0.19874,0.09748,
87.05176,0.19866,0.09743,
87.07552,0.19856,0.09737,
87.09927,0.19837,0.09731,
87.12303,0.19816,0.09725,
87.14679,0.19791,0.09719,
87.17054,0.19762,0.09714,
87.1943,0.19743,0.09708,
87.21805,0.19746,0.09702,
87.24181,0.19752,0.09696,
87.26557,0.19766,0.0969,
87.28932,0.19788,0.09685,
87.31308,0.1979,0.09679,
87.33683,0.19786,0.09673,
87.36059,0.19759,0.09667,
87.38435,0.19701,0.09662,
87.4081,0.19619,0.09656,
87.43186,0.19513,0.0965,
87.45561,0.19393,0.09645,
87.47937,0.19277,0.09639,
87.50313,0.19181,0.09633,
87.52688,0.19107,0.09627,
87.55064,0.19065,0.09622,
87.57439,0.19045,0.09616,
87.59815,0.19036,0.0961,
87.62191,0.19031,0.09605,
87.64566,0.19012,0.09599,
87.66942,0.18968,0.09593,
87.69317,0.18904,0.09588,
87.71693,0.1882,0.09582,
87.74069,0.18709,0.09576,
87.76444,0.18587,0.09571,
87.7882,0.18446,0.09565,
87.81195,0.18287,0.09559,
87.83571,0.18136,0.09554,
87.85946,0.17994,0.09548,
87.88322,0.17859,0.09542,
87.90698,0.17746,0.09537,
87.93073,0.17664,0.09531,
87.95449,0.17595,0.09526,
87.97824,0.17558,0.0952,
88.002,0.17544,0.09514,
88.02576,0.17541,0.09509,
88.04951,0.17561,0.09503,
88.07327,0.17579,0.09497,
88.09702,0.17603,0.09492,
88.12078,0.17634,0.09486,
88.14454,0.17656,0.09481,
88.16829,0.17677,0.09475,
88.19205,0.177,0.0947,
88.2158,0.17711,0.09464,
88.23956,0.17708,0.09458,
88.26332,0.17697,0.09453,
88.28707,0.17661,0.09447,
88.31083,0.17599,0.09442,
88.33458,0.17507,0.09436,
88.35834,0.17377,0.09431,
88.3821,0.17227,0.09425,
88.40585,0.17072,0.0942,
88.42961,0.1691,0.09414,
88.45336,0.16755,0.09409,
88.47712,0.16639,0.09403,
88.50088,0.16536,0.09398,
88.52463,0.16466,0.09392,
88.54839,0.16428,0.09387,
88.57214,0.16387,0.09381,
88.5959,0.16362,0.09376,
88.61965,0.1632,0.0937,
88.64341,0.16257,0.09365,
88.66717,0.16181,0.09359,
88.69092,0.16064,0.09354,
88.71468,0.15925,0.09348,
88.73843,0.15772,0.09343,
88.76219,0.15605,0.09338,
88.78595,0.15438,0.09332,
88.8097,0.15287,0.09327,
88.83346,0.15157,0.09321,
88.85721,0.15052,0.09316,
88.88097,0.14975,0.0931,
88.90473,0.14908,0.09305,
88.92848,0.14859,0.093,
88.95224,0.14817,0.09294,
88.97599,0.14773,0.09289,
88.99975,0.14744,0.09283,
89.02351,0.14726,0.09278,
89.04726,0.14726,0.09273,
89.07102,0.14753,0.09267,
89.09477,0.14815,0.09262,
89.11853,0.1491,0.09256,
89.14229,0.15033,0.09251,
89.16604,0.15171,0.09246,
89.1898,0.15311,0.0924,
89.21355,0.15432,0.09235,
89.23731,0.15519,0.0923,
89.26107,0.15568,0.09224,
89.28482,0.15568,0.09219,
89.30858,0.15517,0.09214,
89.33233,0.15447,0.09208,
89.35609,0.15363,0.09203,
89.37984,0.15276,0.09198,
89.4036,0.15208,0.09192,
89.42736,0.15146,0.09187,
89.45111,0.15078,0.09182,
89.47487,0.15007,0.09176,
89.49862,0.14925,0.09171,
89.52238,0.1482,0.09166,
89.54614,0.14722,0.0916,
89.56989,0.14638,0.09155,
89.59365,0.14572,0.0915,
89.6174,0.14532,0.09145,
89.64116,0.14508,0.09139,
89.66492,0.14507,0.09134,
89.68867,0.14521,0.09129,
89.71243,0.14549,0.09124,
89.73618,0.14601,0.09118,
89.75994,0.14674,0.09113,
89.7837,0.14777,0.09108,
89.80745,0.14913,0.09103,
89.83121,0.15075,0.09097,
89.85496,0.15268,0.09092,
89.87872,0.15468,0.09087,
89.90248,0.15648,0.09082,
89.92623,0.15799,0.09077,
89.94999,0.15934,0.09071,
89.97374,0.1603,0.09066,
89.9975,0.16098,0.09061,
90.02126,0.16147,0.09056,
90.04501,0.16179,0.09051,
90.06877,0.16218,0.09045,
90.09252,0.16285,0.0904,
90.11628,0.16384,0.09035,
90.14004,0.16511,0.0903,
90.16379,0.1666,0.09025,
90.18755,0.1681,0.09019,
90.2113,0.1695,0.09014,
90.23506,0.17071,0.09009,
90.25881,0.17163,0.09004,
90.28257,0.17238,0.08999,
90.30633,0.17302,0.08994,
90.33008,0.17368,0.08989,
90.35384,0.17447,0.08983,
90.37759,0.17528,0.08978,
90.40135,0.17613,0.08973,
90.42511,0.17687,0.08968,
90.44886,0.1774,0.08963,
90.47262,0.17788,0.08958,
90.49637,0.17829,0.08953,
90.52013,0.17872,0.08948,
90.54389,0.17928,0.08943,
90.56764,0.18002,0.08937,
90.5914,0.18091,0.08932,
90.61515,0.18197,0.08927,
90.63891,0.18324,0.08922,
90.66267,0.18478,0.08917,
90.68642,0.18667,0.08912,
90.71018,0.18908,0.08907,
90.73393,0.19212,0.08902,
90.75769,0.19566,0.08897,
90.78145,0.1994,0.08892,
90.8052,0.20318,0.08887,
90.82896,0.20673,0.08882,
90.85271,0.20994,0.08877,
90.87647,0.21286,0.08872,
90.90023,0.21548,0.08867,
90.92398,0.2178,0.08862,
90.94774,0.21993,0.08857,
90.97149,0.22198,0.08852,
90.99525,0.22397,0.08847,
91.019,0.22607,0.08842,
91.04276,0.22809,0.08837,
91.06652,0.23008,0.08832,
91.09027,0.23212,0.08827,
91.11403,0.23387,0.08822,
91.13778,0.23551,0.08817,
91.16154,0.23705,0.08812,
91.1853,0.23849,0.08807,
91.20905,0.23999,0.08802,
91.23281,0.24165,0.08797,
91.25656,0.24337,0.08792,
91.28032,0.24523,0.08787,
91.30408,0.24732,0.08782,
91.32783,0.2494,0.08777,
91.35159,0.25166,0.08772,
91.37534,0.25389,0.08767,
91.3991,0.25592,0.08762,
91.42286,0.25804,0.08757,
91.44661,0.25999,0.08752,
91.47037,0.2619,0.08747,
91.49412,0.26383,0.08742,
91.51788,0.26568,0.08737,
91.54164,0.26766,0.08732,
91.56539,0.26971,0.08728,
91.58915,0.27179,0.08723,
91.6129,0.274,0.08718,
91.63666,0.27638,0.08713,
91.66042,0.27884,0.08708,
91.68417,0.28146,0.08703,
91.70793,0.28425,0.08698,
91.73168,0.28707,0.08693,
91.75544,0.28988,0.08688,
91.77919,0.29265,0.08684,
91.80295,0.29533,0.08679,
91.82671,0.29789,0.08674,
91.85046,0.30039,0.08669,
91.87422,0.3027,0.08664,
91.89797,0.30491,0.08659,
91.92173,0.30701,0.08654,
91.94549,0.30888,0.0865,
91.96924,0.31097,0.08645,
91.993,0.31315,0.0864,
92.01675,0.31551,0.08635,
92.04051,0.31834,0.0863,
92.06427,0.32155,0.08625,
92.08802,0.32507,0.08621,
92.11178,0.32874,0.08616,
92.13553,0.33237,0.08611,
92.15929,0.33576,0.08606,
92.18305,0.3389,0.08601,
92.2068,0.34151,0.08597,
92.23056,0.34357,0.08592,
92.25431,0.34527,0.08587,
92.27807,0.34666,0.08582,
92.30183,0.34814,0.08577,
92.32558,0.3498,0.08573,
92.34934,0.3516,0.08568,
92.37309,0.35363,0.08563,
92.39685,0.35572,0.08558,
92.42061,0.35761,0.08554,
92.44436,0.35918,0.08549,
92.46812,0.36046,0.08544,
92.49187,0.36144,0.08539,
92.51563,0.36218,0.08535,
92.53938,0.3628,0.0853,
92.56314,0.3635,0.08525,
92.5869,0.36454,0.0852,
92.61065,0.36635,0.08516,
92.63441,0.36882,0.08511,
92.65816,0.37182,0.08506,
92.68192,0.37538,0.08502,
92.70568,0.37902,0.08497,
92.72943,0.38272,0.08492,
92.75319,0.38629,0.08487,
92.77694,0.38936,0.08483,
92.8007,0.39185,0.08478,
92.82446,0.39375,0.08473,
92.84821,0.39507,0.08469,
92.87197,0.39586,0.08464,
92.89572,0.39635,0.08459,
92.91948,0.3967,0.08455,
92.94324,0.39699,0.0845,
92.96699,0.39727,0.08445,
92.99075,0.3977,0.08441,
93.0145,0.3984,0.08436,
93.03826,0.39915,0.08431,
93.06202,0.3999,0.08427,
93.08577,0.4007,0.08422,
93.10953,0.40151,0.08417,
93.13328,0.40236,0.08413,
93.15704,0.40322,0.08408,
93.1808,0.40398,0.08403,
93.20455,0.40442,0.08399,
93.22831,0.40428,0.08394,
93.25206,0.40346,0.0839,
93.27582,0.40199,0.08385,
93.29957,0.39989,0.0838,
93.32333,0.39725,0.08376,
93.34709,0.39433,0.08371,
93.37084,0.39122,0.08367,
93.3946,0.38807,0.08362,
93.41835,0.3851,0.08357,
93.44211,0.38241,0.08353,
93.46587,0.38006,0.08348,
93.48962,0.37802,0.08344,
93.51338,0.37631,0.08339,
93.53713,0.37492,0.08334,
93.56089,0.37376,0.0833,
93.58465,0.37285,0.08325,
93.6084,0.37227,0.08321,
93.63216,0.37215,0.08316,
93.65591,0.37261,0.08312,
93.67967,0.37376,0.08307,
93.70343,0.37547,0.08303,
93.72718,0.37735,0.08298,
93.75094,0.37893,0.08293,
93.77469,0.37959,0.08289,
93.79845,0.37898,0.08284,
93.82221,0.37705,0.0828,
93.84596,0.37395,0.08275,
93.86972,0.37021,0.08271,
93.89347,0.36621,0.08266,
93.91723,0.36234,0.08262,
93.94099,0.35894,0.08257,
93.96474,0.35616,0.08253,
93.9885,0.35399,0.08248,
94.01225,0.35246,0.08244,
94.03601,0.35148,0.08239,
94.05976,0.35084,0.08235,
94.08352,0.35036,0.0823,
94.10728,0.34986,0.08226,
94.13103,0.34922,0.08221,
94.15479,0.34848,0.08217,
94.17854,0.34757,0.08212,
94.2023,0.34668,0.08208,
94.22606,0.34587,0.08204,
94.24981,0.34522,0.08199,
94.27357,0.345,0.08195,
94.29732,0.34503,0.0819,
94.32108,0.34545,0.08186,
94.34484,0.34631,0.08181,
94.36859,0.3474,0.08177,
94.39235,0.34853,0.08172,
94.4161,0.34968,0.08168,
94.43986,0.35057,0.08164,
94.46362,0.35099,0.08159,
94.48737,0.3513,0.08155,
94.51113,0.35114,0.0815,
94.53488,0.35072,0.08146,
94.55864,0.3503,0.08141,
94.5824,0.34978,0.08137,
94.60615,0.34929,0.08133,
94.62991,0.349,0.08128,
94.65366,0.34884,0.08124,
94.67742,0.34868,0.08119,
94.70118,0.34875,0.08115,
94.72493,0.34875,0.08111,
94.74869,0.34865,0.08106,
94.77244,0.34853,0.08102,
94.7962,0.34829,0.08098,
94.81995,0.34804,0.08093,
94.84371,0.34772,0.08089,
94.86747,0.34746,0.08084,
94.89122,0.34739,0.0808,
94.91498,0.3472,0.08076,
94.93873,0.34712,0.08071,
94.96249,0.34721,0.08067,
94.98625,0.34746,0.08063,
95.01,0.34795,0.08058,
95.03376,0.34905,0.08054,
95.05751,0.35036,0.0805,
95.08127,0.35179,0.08045,
95.10503,0.3537,0.08041,
95.12878,0.35555,0.08037,
95.15254,0.3572,0.08032,
95.17629,0.35863,0.08028,
95.20005,0.35972,0.08024,
95.22381,0.36038,0.08019,
95.24756,0.36077,0.08015,
95.27132,0.36089,0.08011,
95.29507,0.36085,0.08006,
95.31883,0.36104,0.08002,
95.34259,0.36153,0.07998,
95.36634,0.36215,0.07994,
95.3901,0.36277,0.07989,
95.41385,0.36342,0.07985,
95.43761,0.36415,0.07981,
95.46137,0.36504,0.07976,
95.48512,0.36621,0.07972,
95.50888,0.36772,0.07968,
95.53263,0.36968,0.07964,
95.55639,0.37187,0.07959,
95.58015,0.37443,0.07955,
95.6039,0.3773,0.07951,
95.62766,0.38035,0.07947,
95.65141,0.38365,0.07942,
95.67517,0.38686,0.07938,
95.69892,0.38947,0.07934,
95.72268,0.39147,0.0793,
95.74644,0.3931,0.07925,
95.77019,0.39412,0.07921,
95.79395,0.39471,0.07917,
95.8177,0.39509,0.07913,
95.84146,0.39529,0.07909,
95.86522,0.39552,0.07904,
95.88897,0.39584,0.079,
95.91273,0.3963,0.07896,
95.93648,0.39688,0.07892,
95.96024,0.39757,0.07888,
95.984,0.39831,0.07883,
96.00775,0.39892,0.07879,
96.03151,0.39919,0.07875,
96.05526,0.39903,0.07871,
96.07902,0.39853,0.07867,
96.10278,0.39768,0.07862,
96.12653,0.39665,0.07858,
96.15029,0.39564,0.07854,
96.17404,0.39472,0.0785,
96.1978,0.39397,0.07846,
96.22156,0.39355,0.07842,
96.24531,0.39337,0.07837,
96.26907,0.39323,0.07833,
96.29282,0.3931,0.07829,
96.31658,0.39293,0.07825,
96.34034,0.39262,0.07821,
96.36409,0.39213,0.07817,
96.38785,0.39173,0.07812,
96.4116,0.39155,0.07808,
96.43536,0.39148,0.07804,
96.45911,0.39134,0.078,
96.48287,0.39112,0.07796,
96.50663,0.39075,0.07792,
96.53038,0.39018,0.07788,
96.55414,0.38952,0.07784,
96.57789,0.38904,0.07779,
96.60165,0.38903,0.07775,
96.62541,0.38978,0.07771,
96.64916,0.39133,0.07767,
96.67292,0.3933,0.07763,
96.69667,0.39509,0.07759,
96.72043,0.3963,0.07755,
96.74419,0.39665,0.07751,
96.76794,0.39594,0.07747,
96.7917,0.39419,0.07743,
96.81545,0.39163,0.07739,
96.83921,0.38891,0.07734,
96.86297,0.38674,0.0773,
96.88672,0.38559,0.07726,
96.91048,0.3856,0.07722,
96.93423,0.38675,0.07718,
96.95799,0.38844,0.07714,
96.98175,0.39002,0.0771,
97.0055,0.39124,0.07706,
97.02926,0.39212,0.07702,
97.05301,0.39246,0.07698,
97.07677,0.39227,0.07694,
97.10053,0.39164,0.0769,
97.12428,0.39071,0.07686,
97.14804,0.38963,0.07682,
97.17179,0.3886,0.07678,
97.19555,0.38783,0.07674,
97.2193,0.38753,0.0767,
97.24306,0.38785,0.07666,
97.26682,0.38866,0.07662,
97.29057,0.38996,0.07658,
97.31433,0.39164,0.07654,
97.33808,0.39321,0.0765,
97.36184,0.39444,0.07646,
97.3856,0.3952,0.07642,
97.40935,0.39528,0.07638,
97.43311,0.39448,0.07634,
97.45686,0.3931,0.0763,
97.48062,0.39122,0.07626,
97.50438,0.38892,0.07622,
97.52813,0.38645,0.07618,
97.55189,0.3842,0.07614,
97.57564,0.38214,0.0761,
97.5994,0.38033,0.07606,
97.62316,0.37897,0.07602,
97.64691,0.378,0.07598,
97.67067,0.37727,0.07594,
97.69442,0.37679,0.0759,
97.71818,0.37655,0.07586,
97.74194,0.37646,0.07582,
97.76569,0.3765,0.07578,
97.78945,0.37656,0.07574,
97.8132,0.37667,0.0757,
97.83696,0.3768,0.07566,
97.86072,0.37679,0.07562,
97.88447,0.37644,0.07558,
97.90823,0.37585,0.07554,
97.93198,0.37505,0.0755,
97.95574,0.37394,0.07546,
97.97949,0.37264,0.07543,
98.00325,0.37164,0.07539,
98.02701,0.371,0.07535,
98.05076,0.37054,0.07531,
98.07452,0.37045,0.07527,
98.09827,0.37075,0.07523,
98.12203,0.371,0.07519,
98.14579,0.37093,0.07515,
98.16954,0.37078,0.07511,
98.1933,0.37018,0.07507,
98.21705,0.36903,0.07503,
98.24081,0.36752,0.075,
98.26457,0.36584,0.07496,
98.28832,0.36405,0.07492,
98.31208,0.36226,0.07488,
98.33583,0.36054,0.07484,
98.35959,0.35904,0.0748,
98.38335,0.35782,0.07476,
98.4071,0.35676,0.07472,
98.43086,0.35572,0.07469,
98.45461,0.35479,0.07465,
98.47837,0.35406,0.07461,
98.50213,0.35321,0.07457,
98.52588,0.35209,0.07453,
98.54964,0.35088,0.07449,
98.57339,0.34958,0.07445,
98.59715,0.34807,0.07442,
98.62091,0.34659,0.07438,
98.64466,0.34542,0.07434,
98.66842,0.34458,0.0743,
98.69217,0.34393,0.07426,
98.71593,0.34367,0.07422,
98.73968,0.34381,0.07419,
98.76344,0.34416,0.07415,
98.7872,0.34447,0.07411,
98.81095,0.34457,0.07407,
98.83471,0.34441,0.07403,
98.85846,0.34389,0.074,
98.88222,0.34305,0.07396,
98.90598,0.34207,0.07392,
98.92973,0.34099,0.07388,
98.95349,0.33986,0.07384,
98.97724,0.33884,0.07381,
99.001,0.3382,0.07377,
99.02476,0.33799,0.07373,
99.04851,0.33789,0.07369,
99.07227,0.33767,0.07365,
99.09602,0.33744,0.07362,
99.11978,0.33719,0.07358,
99.14354,0.33681,0.07354,
99.16729,0.33633,0.0735,
99.19105,0.33581,0.07347,
99.2148,0.3353,0.07343,
99.23856,0.33464,0.07339,
99.26232,0.33382,0.07335,
99.28607,0.33281,0.07331,
99.30983,0.33145,0.07328,
99.33358,0.32956,0.07324,
99.35734,0.32737,0.0732,
99.3811,0.32502,0.07316,
99.40485,0.32266,0.07313,
99.42861,0.3206,0.07309,
99.45236,0.31905,0.07305,
99.47612,0.31801,0.07302,
99.49987,0.3174,0.07298,
99.52363,0.31715,0.07294,
99.54739,0.31737,0.0729,
99.57114,0.31794,0.07287,
99.5949,0.3187,0.07283,
99.61865,0.31945,0.07279,
99.64241,0.31997,0.07276,
99.66617,0.32003,0.07272,
99.68992,0.3195,0.07268,
99.71368,0.31826,0.07264,
99.73743,0.31631,0.07261,
99.76119,0.31395,0.07257,
99.78495,0.31175,0.07253,
99.8087,0.31018,0.0725,
99.83246,0.30939,0.07246,
99.85621,0.3093,0.07242,
99.87997,0.30979,0.07239,
99.90373,0.31057,0.07235,
99.92748,0.31121,0.07231,
99.95124,0.31132,0.07228,
99.97499,0.31069,0.07224,
99.99875,0.30926,0.0722,
100.02251,0.30711,0.07217,
100.04626,0.30465,0.07213,
100.07002,0.30254,0.07209,
100.09377,0.30118,0.07206,
100.11753,0.30074,0.07202,
100.14129,0.30122,0.07198,
100.16504,0.30255,0.07195,
100.1888,0.30462,0.07191,
100.21255,0.30723,0.07187,
100.23631,0.31018,0.07184,
100.26007,0.3133,0.0718,
100.28382,0.31639,0.07176,
100.30758,0.31901,0.07173,
100.33133,0.32084,0.07169,
100.35509,0.3217,0.07165,
100.37884,0.32146,0.07162,
100.4026,0.32023,0.07158,
100.42636,0.31853,0.07155,
100.45011,0.31675,0.07151,
100.47387,0.31504,0.07147,
100.49762,0.3137,0.07144,
100.52138,0.31296,0.0714,
100.54514,0.31271,0.07137,
100.56889,0.3128,0.07133,
100.59265,0.31321,0.07129,
100.6164,0.31383,0.07126,
100.64016,0.31453,0.07122,
100.66392,0.31525,0.07119,
100.68767,0.31599,0.07115,
100.71143,0.31679,0.07111,
100.73518,0.31763,0.07108,
100.75894,0.31854,0.07104,
100.7827,0.31962,0.07101,
100.80645,0.32081,0.07097,
100.83021,0.32192,0.07094,
100.85396,0.32299,0.0709,
100.87772,0.32391,0.07086,
100.90148,0.32429,0.07083,
100.92523,0.32405,0.07079,
100.94899,0.32331,0.07076,
100.97274,0.3221,0.07072,
100.9965,0.32036,0.07069,
101.02026,0.31818,0.07065,
101.04401,0.3159,0.07062,
101.06777,0.31368,0.07058,
101.09152,0.31141,0.07054,
101.11528,0.30911,0.07051,
101.13903,0.30705,0.07047,
101.16279,0.30534,0.07044,
101.18655,0.30395,0.0704,
101.2103,0.30287,0.07037,
101.23406,0.30234,0.07033,
101.25781,0.30229,0.0703,
101.28157,0.30262,0.07026,
101.30533,0.30331,0.07023,
101.32908,0.30425,0.07019,
101.35284,0.30508,0.07016,
101.37659,0.30571,0.07012,
101.40035,0.30621,0.07009,
101.42411,0.30659,0.07005,
101.44786,0.30688,0.07002,
101.47162,0.30698,0.06998,
101.49537,0.30702,0.06995,
101.51913,0.30709,0.06991,
101.54289,0.30698,0.06988,
101.56664,0.30665,0.06984,
101.5904,0.30633,0.06981,
101.61415,0.30614,0.06977,
101.63791,0.30588,0.06974,
101.66167,0.30563,0.0697,
101.68542,0.30551,0.06967,
101.70918,0.30555,0.06963,
101.73293,0.3056,0.0696,
101.75669,0.30553,0.06956,
101.78045,0.30538,0.06953,
101.8042,0.30519,0.06949,
101.82796,0.30486,0.06946,
101.85171,0.30425,0.06943,
101.87547,0.30363,0.06939,
101.89922,0.30305,0.06936,
101.92298,0.30243,0.06932,
101.94674,0.3018,0.06929,
101.97049,0.30113,0.06925,
101.99425,0.30037,0.06922,
102.018,0.29926,0.06918,
102.04176,0.29768,0.06915,
102.06552,0.29573,0.06912,
102.08927,0.29327,0.06908,
102.11303,0.29013,0.06905,
102.13678,0.28671,0.06901,
102.16054,0.28352,0.06898,
102.1843,0.2804,0.06894,
102.20805,0.27749,0.06891,
102.23181,0.27495,0.06888,
102.25556,0.27284,0.06884,
102.27932,0.27127,0.06881,
102.30308,0.27013,0.06877,
102.32683,0.26956,0.06874,
102.35059,0.26961,0.06871,
102.37434,0.27004,0.06867,
102.3981,0.27059,0.06864,
102.42186,0.27101,0.0686,
102.44561,0.27122,0.06857,
102.46937,0.27123,0.06854,
102.49312,0.27107,0.0685,
102.51688,0.27077,0.06847,
102.54064,0.27041,0.06843,
102.56439,0.27,0.0684,
102.58815,0.26953,0.06837,
102.6119,0.26917,0.06833,
102.63566,0.2688,0.0683,
102.65941,0.26831,0.06827,
102.68317,0.26764,0.06823,
102.70693,0.26667,0.0682,
102.73068,0.26556,0.06817,
102.75444,0.26445,0.06813,
102.77819,0.26337,0.0681,
102.80195,0.26225,0.06806,
102.82571,0.26116,0.06803,
102.84946,0.26007,0.068,
102.87322,0.25896,0.06796,
102.89697,0.2578,0.06793,
102.92073,0.25647,0.0679,
102.94449,0.25498,0.06786,
102.96824,0.25336,0.06783,
102.992,0.25172,0.0678,
103.01575,0.25024,0.06776,
103.03951,0.24901,0.06773,
103.06327,0.24822,0.0677,
103.08702,0.24789,0.06766,
103.11078,0.24795,0.06763,
103.13453,0.24844,0.0676,
103.15829,0.24928,0.06757,
103.18205,0.25053,0.06753,
103.2058,0.25213,0.0675,
103.22956,0.25383,0.06747,
103.25331,0.2557,0.06743,
103.27707,0.25776,0.0674,
103.30083,0.25965,0.06737,
103.32458,0.26079,0.06733,
103.34834,0.26097,0.0673,
103.37209,0.26017,0.06727,
103.39585,0.25859,0.06723,
103.4196,0.25651,0.0672,
103.44336,0.25427,0.06717,
103.46712,0.25228,0.06714,
103.49087,0.25072,0.0671,
103.51463,0.24961,0.06707,
103.53838,0.24893,0.06704,
103.56214,0.24874,0.06701,
103.5859,0.24896,0.06697,
103.60965,0.24954,0.06694,
103.63341,0.25036,0.06691,
103.65716,0.25119,0.06687,
103.68092,0.25181,0.06684,
103.70468,0.25216,0.06681,
103.72843,0.25224,0.06678,
103.75219,0.25204,0.06674,
103.77594,0.25169,0.06671,
103.7997,0.25126,0.06668,
103.82346,0.25073,0.06665,
103.84721,0.25016,0.06661,
103.87097,0.24966,0.06658,
103.89472,0.24924,0.06655,
103.91848,0.24895,0.06652,
103.94224,0.2488,0.06649,
103.96599,0.24883,0.06645,
103.98975,0.24932,0.06642,
104.0135,0.25036,0.06639,
104.03726,0.2519,0.06636,
104.06102,0.25388,0.06632,
104.08477,0.2563,0.06629,
104.10853,0.25925,0.06626,
104.13228,0.26275,0.06623,
104.15604,0.26675,0.0662,
104.17979,0.27119,0.06616,
104.20355,0.27601,0.06613,
104.22731,0.28111,0.0661,
104.25106,0.28624,0.06607,
104.27482,0.29096,0.06603,
104.29857,0.29494,0.066,
104.32233,0.29795,0.06597,
104.34609,0.29993,0.06594,
104.36984,0.30094,0.06591,
104.3936,0.30107,0.06588,
104.41735,0.30067,0.06584,
104.44111,0.30015,0.06581,
104.46487,0.29979,0.06578,
104.48862,0.29976,0.06575,
104.51238,0.30029,0.06572,
104.53613,0.30133,0.06568,
104.55989,0.30275,0.06565,
104.58365,0.30444,0.06562,
104.6074,0.30626,0.06559,
104.63116,0.30809,0.06556,
104.65491,0.31,0.06553,
104.67867,0.31185,0.06549,
104.70243,0.31341,0.06546,
104.72618,0.31485,0.06543,
104.74994,0.31624,0.0654,
104.77369,0.31752,0.06537,
104.79745,0.31868,0.06534,
104.82121,0.31959,0.06531,
104.84496,0.32032,0.06527,
104.86872,0.32104,0.06524,
104.89247,0.32165,0.06521,
104.91623,0.32193,0.06518,
104.93998,0.32206,0.06515,
104.96374,0.32195,0.06512,
104.9875,0.32155,0.06509,
105.01125,0.32095,0.06505,
105.03501,0.32001,0.06502,
105.05876,0.31891,0.06499,
105.08252,0.31766,0.06496,
105.10628,0.31628,0.06493,
105.13003,0.31507,0.0649,
105.15379,0.31411,0.06487,
105.17754,0.31364,0.06484,
105.2013,0.31385,0.06481,
105.22506,0.31471,0.06477,
105.24881,0.31607,0.06474,
105.27257,0.31805,0.06471,
105.29632,0.32055,0.06468,
105.32008,0.32335,0.06465,
105.34384,0.32647,0.06462,
105.36759,0.32932,0.06459,
105.39135,0.33174,0.06456,
